driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,2
Max  Verstappen  VER,2,4
Nico  Rosberg  ROS,3,5
Kimi  Räikkönen  RAI,4,6
Lewis  Hamilton  HAM,5,1
Daniel  Ricciardo  RIC,6,7
Carlos  Sainz  SAI,7,9
Fernando  Alonso  ALO,8,11
Sergio  Perez  PER,9,10
Nico  Hulkenberg  HUL,11,8
Valtteri  Bottas  BOT,12,3
Daniil  Kvyat  KVY,14,12
Esteban  Gutierrez GUT,15,13
Romain  Grosjean  GRO,17,14
Marcus  Ericsson  ERI,18,15
Kevin  Magnussen  MAG,19,16
Felipe  Nasr  NAS,20,18
