driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,4
Lewis  Hamilton  HAM,2,1
Max  Verstappen  VER,4,2
Daniel  Ricciardo  RIC,5,3
Esteban  Ocon  OCO,6,6
Fernando  Alonso  ALO,8,11
Sergio  Perez  PER,9,7
Jolyon  Palmer  PAL,10,12
Felipe  Massa  MAS,11,10
Stoffel  Vandoorne  VAN,12,14
Kevin  Magnussen  MAG,14,8
Pierre  Gasly  GAS,16,13
Romain  Grosjean  GRO,17,9
Pascal  Wehrlein  WEH,19,15
Kimi  Räikkönen  RAI,20,5
