driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,3,1
Stoffel  Vandoorne  VAN,5,7
Daniel  Ricciardo  RIC,6,2
Valtteri  Bottas  BOT,8,3
Sergio  Perez  PER,10,5
Esteban  Ocon  OCO,11,10
Carlos  Sainz  SAI,12,4
Jolyon  Palmer  PAL,13,6
Felipe  Massa  MAS,15,11
Lance  Stroll  STR,17,8
Romain  Grosjean  GRO,18,9
Pascal  Wehrlein  WEH,19,12
