driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Nico  Rosberg  ROS,2,1
Sebastian  Vettel  VET,3,3
Kimi  Räikkönen  RAI,4,4
Valtteri  Bottas  BOT,5,5
Nico  Hulkenberg  HUL,6,6
Romain  Grosjean  GRO,7,8
Sergio  Perez  PER,8,12
Pastor  Maldonado  MAL,9,10
Max  Verstappen  VER,10,9
Daniel  Ricciardo  RIC,11,11
Daniil  Kvyat  KVY,13,7
Fernando  Alonso  ALO,14,15
Marcus  Ericsson  ERI,16,16
Felipe  Nasr  NAS,17,13
Jenson  Button  BUT,18,14
Will  Stevens  STE,19,17
Alexander  Rossi  RSI,20,18
