driver,fp3_pos,race_pos
Kimi  Räikkönen  RAI,2,3
Lewis  Hamilton  HAM,3,1
Daniel  Ricciardo  RIC,4,5
Max  Verstappen  VER,5,2
Valtteri  Bottas  BOT,6,9
Felipe  Massa  MAS,7,20
Nico  Hulkenberg  HUL,8,19
Jenson  Button  BUT,9,6
Fernando  Alonso  ALO,10,18
Sergio  Perez  PER,11,17
Esteban  Gutierrez GUT,12,11
Pascal  Wehrlein  WEH,13,10
Romain  Grosjean  GRO,14,7
Kevin  Magnussen  MAG,15,14
Jolyon  Palmer  PAL,17,12
Carlos  Sainz  SAI,18,8
Rio  Haryanto  HAR,19,16
Marcus  Ericsson  ERI,20,15
