driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,3,2
Max  Verstappen  VER,4,3
Valtteri  Bottas  BOT,5,5
Daniel  Ricciardo  RIC,6,4
Romain  Grosjean  GRO,7,9
Carlos  Sainz  SAI,9,6
Sergio  Perez  PER,11,8
Brendon  Hartley  HAR,12,12
Charles  Leclerc  LEC,13,7
Kevin  Magnussen  MAG,14,10
Fernando  Alonso  ALO,16,11
Lance  Stroll  STR,18,13
Stoffel  Vandoorne  VAN,19,14
Sergey  Sirotkin  SIR,20,15
