driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,1
Kimi  Räikkönen  RAI,2,3
Max  Verstappen  VER,4,6
Carlos  Sainz  SAI,5,10
Daniel  Ricciardo  RIC,6,4
Valtteri  Bottas  BOT,7,8
Lewis  Hamilton  HAM,8,2
Stoffel  Vandoorne  VAN,9,9
Fernando  Alonso  ALO,10,5
Brendon  Hartley  HAR,12,15
Lance  Stroll  STR,14,14
Charles  Leclerc  LEC,16,13
Nico  Hulkenberg  HUL,18,7
Esteban  Ocon  OCO,19,12
Sergio  Perez  PER,20,11
