driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,14
Lewis  Hamilton  HAM,2,1
Felipe  Massa  MAS,3,2
Fernando  Alonso  ALO,4,9
Sebastian  Vettel  VET,5,8
Jenson  Button  BUT,6,5
Daniel  Ricciardo  RIC,7,4
Valtteri  Bottas  BOT,8,3
Kimi  Räikkönen  RAI,10,10
Kevin  Magnussen  MAG,11,11
Jean-Eric  Vergne  VER,12,12
Sergio  Perez  PER,13,7
Nico  Hulkenberg  HUL,14,6
Esteban  Gutierrez GUT,15,15
Romain  Grosjean  GRO,17,13
Adrian  Sutil  SUT,18,16
Will  Stevens  STE,20,17
