driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,6
Kimi  Räikkönen  RAI,3,5
Max  Verstappen  VER,4,3
Valtteri  Bottas  BOT,5,2
Daniel  Ricciardo  RIC,6,4
Esteban  Ocon  OCO,7,9
Sergio  Perez  PER,8,7
Carlos  Sainz  SAI,9,10
Romain  Grosjean  GRO,11,8
Brendon  Hartley  HAR,13,13
Lance  Stroll  STR,14,17
Marcus  Ericsson  ERI,16,12
Fernando  Alonso  ALO,17,14
Sergey  Sirotkin  SIR,18,16
Stoffel  Vandoorne  VAN,19,15
Pierre  Gasly  GAS,20,11
