driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Sebastian  Vettel  VET,3,12
Kimi  Räikkönen  RAI,4,7
Sergio  Perez  PER,5,5
Daniil  Kvyat  KVY,7,4
Valtteri  Bottas  BOT,9,9
Felipe  Massa  MAS,10,6
Max  Verstappen  VER,13,8
Felipe  Nasr  NAS,14,11
Marcus  Ericsson  ERI,15,10
Romain  Grosjean  GRO,16,3
Jenson  Button  BUT,17,14
Will  Stevens  STE,18,16
Roberto  Merhi  MER,19,15
Fernando  Alonso  ALO,20,13
