driver,fp3_pos,race_pos
Sebastian  Vettel  VET,2,4
Daniel  Ricciardo  RIC,3,3
Valtteri  Bottas  BOT,4,5
Lewis  Hamilton  HAM,5,2
Max  Verstappen  VER,6,1
Sergio  Perez  PER,7,6
Felipe  Massa  MAS,8,9
Esteban  Ocon  OCO,9,10
Stoffel  Vandoorne  VAN,10,7
Fernando  Alonso  ALO,11,11
Lance  Stroll  STR,12,8
Kevin  Magnussen  MAG,13,12
Nico  Hulkenberg  HUL,14,16
Pierre  Gasly  GAS,16,14
Jolyon  Palmer  PAL,17,15
Romain  Grosjean  GRO,18,13
Marcus  Ericsson  ERI,19,18
Pascal  Wehrlein  WEH,20,17
