driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Felipe  Massa  MAS,3,4
Valtteri  Bottas  BOT,4,5
Fernando  Alonso  ALO,5,6
Daniel  Ricciardo  RIC,6,3
Kimi  Räikkönen  RAI,9,13
Jenson  Button  BUT,10,12
Kevin  Magnussen  MAG,11,8
Pastor  Maldonado  MAL,12,9
Romain  Grosjean  GRO,13,11
Daniil  Kvyat  KVY,15,15
Esteban  Gutierrez GUT,16,14
Jean-Eric  Vergne  VER,17,10
Sebastian  Vettel  VET,18,7
