driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,3
Daniel  Ricciardo  RIC,3,4
Max  Verstappen  VER,4,2
Sebastian  Vettel  VET,5,9
Valtteri  Bottas  BOT,6,14
Fernando  Alonso  ALO,7,13
Nico  Hulkenberg  HUL,8,7
Kimi  Räikkönen  RAI,9,5
Carlos  Sainz  SAI,10,8
Esteban  Gutierrez GUT,11,16
Jenson  Button  BUT,12,12
Sergio  Perez  PER,14,6
Felipe  Massa  MAS,15,11
Daniil  Kvyat  KVY,16,10
Felipe  Nasr  NAS,17,15
Kevin  Magnussen  MAG,19,17
