driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Valtteri  Bottas  BOT,3,4
Felipe  Massa  MAS,4,3
Jenson  Button  BUT,5,8
Sebastian  Vettel  VET,6,6
Kimi  Räikkönen  RAI,7,9
Daniil  Kvyat  KVY,8,11
Daniel  Ricciardo  RIC,9,5
Nico  Hulkenberg  HUL,10,12
Kevin  Magnussen  MAG,11,10
Esteban  Gutierrez GUT,12,20
Sergio  Perez  PER,13,7
Jean-Eric  Vergne  VER,14,13
Adrian  Sutil  SUT,15,15
Jules  Bianchi  BIA,16,18
Pastor  Maldonado  MAL,17,14
Kamui  Kobayashi  KOB,18,17
Romain  Grosjean  GRO,19,16
