driver,fp3_pos,race_pos
Max  Verstappen  VER,1,1
Lewis  Hamilton  HAM,2,9
Sebastian  Vettel  VET,3,4
Valtteri  Bottas  BOT,4,2
Kimi  Räikkönen  RAI,6,3
Sergio  Perez  PER,7,7
Esteban  Ocon  OCO,8,5
Felipe  Massa  MAS,12,11
Lance  Stroll  STR,13,6
Kevin  Magnussen  MAG,14,8
Fernando  Alonso  ALO,16,10
Romain  Grosjean  GRO,17,15
Pascal  Wehrlein  WEH,18,14
Stoffel  Vandoorne  VAN,19,12
Pierre  Gasly  GAS,20,13
