driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Daniel  Ricciardo  RIC,2,3
Nico  Rosberg  ROS,3,1
Fernando  Alonso  ALO,5,4
Kimi  Räikkönen  RAI,6,12
Nico  Hulkenberg  HUL,8,5
Kevin  Magnussen  MAG,11,10
Jenson  Button  BUT,12,6
Felipe  Massa  MAS,14,7
Romain  Grosjean  GRO,16,8
Jules  Bianchi  BIA,17,9
Kamui  Kobayashi  KOB,20,13
