driver,fp3_pos,race_pos
Max  Verstappen  VER,2,2
Nico  Rosberg  ROS,3,3
Kimi  Räikkönen  RAI,4,4
Daniel  Ricciardo  RIC,6,1
Nico  Hulkenberg  HUL,7,8
Valtteri  Bottas  BOT,8,5
Carlos  Sainz  SAI,9,11
Felipe  Massa  MAS,10,13
Sergio  Perez  PER,11,6
Jenson  Button  BUT,12,9
Jolyon  Palmer  PAL,14,10
Daniil  Kvyat  KVY,17,14
Marcus  Ericsson  ERI,18,12
Esteban  Ocon  OCO,20,16
