driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,7
Valtteri  Bottas  BOT,3,2
Kimi  Räikkönen  RAI,4,3
Nico  Hulkenberg  HUL,5,6
Daniel  Ricciardo  RIC,6,5
Romain  Grosjean  GRO,7,13
Max  Verstappen  VER,8,4
Felipe  Massa  MAS,9,10
Stoffel  Vandoorne  VAN,10,11
Esteban  Ocon  OCO,12,8
Kevin  Magnussen  MAG,13,12
Sergio  Perez  PER,15,9
Daniil  Kvyat  KVY,16,15
Pascal  Wehrlein  WEH,18,17
Marcus  Ericsson  ERI,19,14
Lance  Stroll  STR,20,16
